company,rating_balance,rating_culture,rating_career,rating_comp,rating_mgmt,rating_overall,other,management,culture,pay,growth,balance,environment,diff_balance,diff_culture,diff_pay,diff_career,diff_mgmt
3E ACCOUNTING,1.0,0.8006169539989308,0.822593284657273,0.8828438114171852,0.8515934534312701,0.8249709681736525,0.4516129032258064,1.0,0.7941176470588237,0.0,0.5757575757575758,0.8823529411764705,0.7500000000000002,-11.764705882352954,-0.8117873232192159,-100.0,-30.007017259147617,17.426924311215053
AMAZON WEB SERVICES SINGAPORE,0.5299052406432665,0.6070919478696309,0.7889153671461012,0.7471956645038509,0.6805453037912516,0.7004770327262172,0.0967741935483871,0.6551724137931034,0.0,0.6785714285714286,0.18181818181818182,0.6470588235294118,0.4583333333333333,22.108402389817726,-100.0,-9.184239041053564,-76.95339837580951,-3.7283175501760475
ASUS GLOBAL PTE. LTD.,0.17583671128907244,0.09451279443642518,0.21260655729606343,0.20452195018995362,0.11101277029967825,0.179506324137317,0.2580645161290322,0.586206896551724,0.1764705882352941,0.5714285714285714,0.3333333333333334,0.5588235294117647,0.25,217.80822407049502,86.71608356051573,179.39718494657728,56.78412630949711,428.0535698453991
BYTEDANCE,0.351082433832221,0.5669265909598018,0.6369620474684952,0.71684593697398,0.529287334596749,0.5826632465260134,0.1290322580645161,0.6551724137931034,0.44117647058823534,0.5714285714285714,0.27272727272727276,0.5588235294117647,0.5,59.17160061583179,-22.181023500533396,-20.285720828558865,-57.183120436895074,23.78388277366643
CAROUSELL,0.5030400488651626,0.5056171618359682,0.38887206661619983,0.49581078833928144,0.31126076665117364,0.3609488451769784,0.8387096774193549,0.27586206896551724,0.6176470588235294,0.14285714285714285,0.5151515151515152,0.5882352941176471,0.4583333333333333,16.936076052926875,22.157059815921734,-71.18716530238422,32.47326289958179,-11.372682161811712
CIRCLES.LIFE,0.6093576163274463,0.3127370732681174,0.7059795609386826,0.42300724637681164,0.37050298220861155,0.3489886789973357,0.6451612903225807,0.0,0.14705882352941188,0.10714285714285715,0.8484848484848486,1.0,1.0,64.10724559855781,-52.97684985261257,-74.67115325787702,20.185469301220063,-100.00000000000001
CISCO SYSTEMS,0.771162761693072,0.6893766028346919,0.6999471818693088,0.6486732080611681,0.633389343197305,0.6613635643611823,0.0967741935483871,0.8275862068965516,0.26470588235294124,0.5714285714285714,0.2424242424242424,0.6176470588235294,0.791666666666667,-19.907043038813487,-61.60213716791662,-11.908097278053878,-65.36535202887539,30.659951226674334
CRIMSONLOGIC,0.294412535186002,0.25478290021357786,0.2720807781412023,0.3963126143239061,0.20293214391757308,0.2539290413665627,0.29032258064516125,0.6551724137931034,0.323529411764706,0.42857142857142866,0.5454545454545456,0.44117647058823534,0.5833333333333334,49.84975769102758,26.982388336697536,8.13973945859757,100.47522253537147,222.8529503237403
DATHENA,0.8048447565000325,0.6047115192653225,0.6886827885210927,0.767610678332502,0.6091644791685754,0.7040561124554751,0.3870967741935484,0.6206896551724137,0.4705882352941177,0.3928571428571429,0.27272727272727276,0.08823529411764709,0.6250000000000001,-89.03697969017661,-22.179713747499665,-48.82078194762019,-60.3987093516684,1.8919645511124594
DEFENCE SCIENCE AND TECHNOLOGY AGENCY,0.5083731957107437,0.2070245455136258,0.13310667775282023,0.5759892345524948,0.20959334494280685,0.2530920665689615,0.29032258064516125,0.689655172413793,0.323529411764706,1.0,0.36363636363636376,0.6764705882352942,0.3750000000000001,33.06574657020179,56.27587103839924,73.61435596568627,173.19167586140068,229.04440386787277
DSO NATIONAL LABORATORIES,0.5565417924913441,0.19651423554107456,0.06868585875660539,0.49091009684148423,0.1763862685447353,0.2379891367224222,0.32258064516129037,0.5172413793103449,0.26470588235294124,0.6785714285714286,0.42424242424242425,0.8529411764705883,0.5416666666666667,53.25734526645709,34.70061424512605,38.22722998311859,517.6561404666512,193.2435634461883
DYSON,0.3055408773083439,0.039859509834467045,0.0,0.2623600891740286,0.0,0.0,0.4516129032258064,0.4137931034482758,0.23529411764705885,0.5714285714285714,0.27272727272727276,0.44117647058823534,0.2916666666666667,44.39196302464352,490.308607968874,117.80316252657302,inf,inf
ERICSSON,0.748782359692433,0.6876705054327902,0.6348706076663684,0.5780258203287102,0.46091061661305505,0.6163037324722492,0.03225806451612902,0.8620689655172413,0.1764705882352941,0.5000000000000001,0.3030303030303031,0.6470588235294118,0.7500000000000002,-13.585193994795068,-74.33791520195692,-13.49867386275903,-52.268966404954604,87.03604005740831
EXPERIS SINGAPORE,0.43851277972437397,0.15027864712983152,0.1579565057332686,0.243402522436259,0.15979114144932002,0.1723071241085657,0.41935483870967744,0.44827586206896547,0.058823529411764754,0.5000000000000001,0.21212121212121215,0.23529411764705882,0.1666666666666666,-46.34270002462589,-60.85702757162511,105.42104288624925,34.290899343777674,180.53861935215124
EY,0.0,0.27794219110264745,0.5587658086979461,0.34390168751846306,0.23758137251251157,0.3454380046627544,0.03225806451612902,0.7241379310344828,0.23529411764705885,0.3928571428571429,0.6666666666666667,0.823529411764706,0.4583333333333333,inf,-15.344224382198291,14.23530535483388,19.310569166741725,204.79575203074813
FACEBOOK,0.6683493666132198,0.6951098412467949,0.7593393915828038,0.8680573603673449,0.7991315475214784,0.7510954460400092,0.2580645161290322,0.8275862068965516,0.323529411764706,0.8571428571428572,0.21212121212121215,0.5000000000000001,0.7083333333333335,-25.18882713487257,-53.45636148894076,-1.2573481572541383,-72.06503251740222,3.560697792913551
GIC,0.5590568317216347,0.2559871105249987,0.2495234212237849,0.6167340047036123,0.24961854662552413,0.29680202366116276,0.41935483870967744,0.586206896551724,0.6176470588235294,0.7142857142857144,0.4545454545454546,0.32352941176470584,0.4583333333333333,-42.129423449064035,141.28053070985092,15.817468931193954,82.16544656054383,134.8410823139465
GO-JEK,0.6586669954275418,0.6747853863046519,0.6341018622255866,0.6935128511795885,0.5250405330770136,0.6451707718055636,0.22580645161290325,0.7241379310344828,0.411764705882353,0.42857142857142866,0.5757575757575758,0.6176470588235294,0.7083333333333335,-6.227720060177947,-38.97841977027499,-38.20281371246745,-9.201090541389135,37.920386220594004
GOLDMAN SACHS,0.2659246731567322,0.5548538945687238,0.6865154004942188,0.7229292888535744,0.6207882362539286,0.6207146844741805,0.03225806451612902,0.9655172413793103,0.323529411764706,0.5000000000000001,0.36363636363636376,0.7058823529411764,0.6666666666666669,165.44447514471116,-41.69106229015864,-30.836942463224435,-47.03157957205565,55.53085335598609
GOVTECH,0.5690076391110453,0.33425097981527985,0.33274684638213214,0.6594454159882611,0.3013223608957975,0.3832256447665445,0.32258064516129037,0.44827586206896547,0.38235294117647056,0.42857142857142866,0.36363636363636376,0.44117647058823534,0.6250000000000001,-22.465633101608145,14.390970936801363,-35.0103256189656,9.283188583178205,48.76953065689905
GRAB TAXI,0.46076040278814656,0.46484352118282907,0.5164791787893435,0.565513643284432,0.40573582513134276,0.4768310016716667,0.2580645161290322,0.3448275862068964,0.411764705882353,0.3928571428571429,0.3939393939393939,0.5588235294117647,0.4583333333333333,21.282889334721474,-11.418641517346114,-30.530916889028862,-23.725987393565365,-15.011797123098374
HAYS,0.33508239215927055,0.4284651264088277,0.5476789212415526,0.4342728709129002,0.37495862299554095,0.40529222915998364,0.22580645161290325,0.7241379310344828,0.44117647058823534,0.7142857142857144,0.8484848484848486,0.5588235294117647,0.4166666666666666,66.77197682955124,2.966716167998899,64.47854842605973,54.92377295832173,93.12475740639103
HP,0.775325304148107,0.690072819091748,0.5410836638909915,0.5494804809030222,0.45297042846869573,0.599541714301791,0.0967741935483871,0.7241379310344828,0.23529411764705885,0.5357142857142858,0.3333333333333334,0.6176470588235294,0.791666666666667,-20.33704362297673,-65.90300166339756,-2.505311046920689,-38.395232460670286,59.8642837419854
IBM,0.5939116557940242,0.47177769926958374,0.5223743217259651,0.45730009863621174,0.2623206904774938,0.48400579779735453,0.1290322580645161,0.7241379310344828,0.1764705882352941,0.5000000000000001,0.4848484848484849,0.7058823529411764,0.6250000000000001,18.853089690158406,-62.59454643394344,9.33739168024031,-7.183706265172438,176.05063470836333
ILLUMINA,0.5159398884531725,0.5433386201954,0.4819937334695207,0.6555935488891668,0.45408843615330624,0.5133422925964393,0.6129032258064516,0.48275862068965514,0.6176470588235294,0.6428571428571429,0.4545454545454546,0.5294117647058822,0.7500000000000002,2.6111329157161034,13.67626667167631,-1.9427290054339827,-5.694737715049943,6.313788736665706
INFINEON TECHNOLOGIES,0.6962348200265179,0.5077424604380524,0.37287084745459237,0.5023849353383616,0.3799881239986704,0.4874894654552141,0.16129032258064513,0.6206896551724137,0.26470588235294124,0.5357142857142858,0.3939393939393939,0.6764705882352942,0.7083333333333335,-2.8387307303117937,-47.86611264999041,6.634225676666945,5.6503603402159905,63.34448788578076
INLAND REVENUE AUTHORITY OF SINGAPORE,0.6785822398019493,0.3919459823802305,0.2265130295230887,0.553277050794991,0.3181011049423418,0.4046782027712965,0.1290322580645161,0.586206896551724,0.44117647058823534,0.42857142857142866,0.36363636363636376,0.7941176470588235,0.5,17.025999279113798,12.56052885375564,-22.53945325300873,60.53662096259145,84.28320035479864
INTEGRATED HEALTH INFORMATION SYSTEMS PTE. LTD.,0.14156031949339795,0.0,0.03314477689578328,0.4370256565051532,0.0023549283873907515,0.05264393645727335,0.2580645161290322,0.6206896551724137,0.1764705882352941,0.8928571428571429,0.27272727272727276,0.4705882352941177,0.25,232.42948092955163,inf,104.30314091790966,722.8363509122593,26257.050112259876
KPMG,0.04764345981491537,0.30807790657667267,0.5265679411562298,0.37982158321719867,0.20109070613415508,0.3568149423472952,0.03225806451612902,0.689655172413793,0.23529411764705885,0.5000000000000001,0.5151515151515152,0.7647058823529411,0.4166666666666666,1505.0595093716106,-23.625124481784223,31.640755052636948,-2.1680822382856393,242.95725828010094
LAZADA,0.006774468425888134,0.0051736196509301466,0.13796771584525294,0.29616374198476364,0.013745221745551747,0.04601673937617478,0.4516129032258064,0.6551724137931034,0.5000000000000001,0.35714285714285715,0.4848484848484849,0.44117647058823534,0.2916666666666667,6412.340789755722,9564.41357764108,20.589662579705866,251.4216944725675,4666.546701984866
MICRON,0.12312603417739275,0.2606268358210825,0.32687257445270096,0.4929718050756531,0.18873015081231675,0.30411434885404354,0.16129032258064513,0.7586206896551723,0.323529411764706,0.8214285714285714,0.3939393939393939,0.7352941176470588,0.5,497.188175969097,24.135110931863313,66.6279010221512,20.51772608913008,301.9605168490459
NANYANG TECHNOLOGICAL UNIVERSITY,0.6887322544354171,0.38309425782916906,0.35008110925929525,0.4516320496422738,0.312479838756036,0.5073445020150736,0.06451612903225803,0.7586206896551723,0.029411764705882377,0.5000000000000001,0.09090909090909091,0.6176470588235294,0.5,-10.321165468017638,-92.32257751067682,10.709592110665596,-74.03199187141597,142.77428351064083
NATIONAL UNIVERSITY OF SINGAPORE,0.7063456234265832,0.46050416643038655,0.40183897857276785,0.4880244511378061,0.4002683615381606,0.5706075682645679,0.0967741935483871,0.8620689655172413,0.058823529411764754,0.5357142857142858,0.1515151515151515,0.7058823529411764,0.5416666666666667,-0.06558694073298711,-87.22627639447059,9.772017460455734,-62.29456085786012,115.37274697517
NTT,0.3931927481765587,0.07187600216920044,0.03134891125261623,0.29755562579320605,0.039890247201968085,0.08383049477659674,0.3548387096774193,0.5172413793103449,0.2058823529411765,0.5357142857142858,0.3030303030303031,0.35294117647058826,0.4583333333333333,-10.237109380230972,186.4410188765327,80.03836569589656,866.6374075591339,1196.6612532920715
NTUC INCOME INSURANCE CO-OPERATIVE,0.523208138215254,0.3188380318411932,0.12572017580530365,0.2883388040800641,0.17543333968519764,0.3059282717805015,0.1935483870967742,0.8620689655172413,0.38235294117647056,0.6071428571428571,0.3030303030303031,0.6470588235294118,0.5,23.67139886941211,19.920744388145284,110.56578183429984,141.03553871861465,391.3940343746299
OCBC BANK,0.19547762036466382,0.27643754754954597,0.2665872435267863,0.43508019554646743,0.2154554846985594,0.30915906898399786,0.32258064516129037,0.8620689655172413,0.5000000000000001,0.6428571428571429,0.3333333333333334,0.823529411764706,0.4583333333333333,321.2908926497112,80.87267971815044,47.75601129113782,25.037240688465484,300.11465325347797
PEOPLE PROFILERS,0.7573580018022382,0.35316430425234585,0.2913005299015896,0.5256789081187563,0.3404261650794507,0.4666681712291762,0.5161290322580645,0.7586206896551723,0.38235294117647056,0.42857142857142866,0.27272727272727276,0.6764705882352942,0.0,-10.680208484555687,8.264888770658036,-18.47277454879168,-6.375977819398912,122.84441311322847
