company,rating_balance,rating_culture,rating_career,rating_comp,rating_mgmt,rating_overall,other,management,culture,pay,growth,balance,environment,diff_balance,diff_culture,diff_pay,diff_career,diff_mgmt
PROPERTYGURU.COM,0.38212674633491345,0.16745058893990816,0.009357817411052216,0.15866528019438061,0.04671434345113073,0.1306729313396456,0.7241379310344827,0.6944444444444444,0.7407407407407409,0.4285714285714285,0.5806451612903226,0.6944444444444444,0.5263157894736844,81.73144149292324,342.36377156401966,170.11040351511446,6104.920824855391,1386.5764840962038
PRUDENTIAL SINGAPORE,0.3348437599148785,0.22097367595470999,0.3133363488674736,0.45455544789388186,0.19522773755936446,0.25307435930994227,0.24137931034482757,0.6666666666666666,0.2592592592592593,0.6785714285714286,0.1290322580645161,0.7222222222222223,0.05263157894736847,115.68931802874876,17.32585709095784,49.282432256723126,-58.81988842632151,241.48153075018243
SCIENTE INTERNATIONAL PTE LTD,0.33947456046164914,0.13755240566979432,0.17421468584405767,0.0,0.2716791544985119,0.1435958251815506,0.4482758620689656,1.0,0.6666666666666667,0.46428571428571425,1.0,0.9166666666666667,0.10526315789473693,170.0251428030713,384.66376390904713,inf,474.00442170249414,268.08123974247627
SEA LIMITED,0.1100483573726982,0.1925123013869153,0.16503148238856474,0.46383433069302027,0.12407527883943743,0.18667213798790075,0.24137931034482757,0.6944444444444444,0.40740740740740744,0.6785714285714286,0.19354838709677422,0.38888888888888895,0.26315789473684204,253.380003276058,111.62668799464997,46.29607678189045,17.27967554764293,459.69605786105603
SEMBCORP INDUSTRIES LTD,0.25352986602593464,0.035005283173214885,0.14766243159057357,0.2557797166569568,0.09121825172354746,0.18239487778562513,0.13793103448275862,0.5833333333333334,0.37037037037037057,0.6785714285714286,0.2903225806451613,0.6388888888888891,0.1578947368421054,151.99748609638536,958.041349180595,165.29524601886467,96.6123525922587,539.491902455251
SEPHORA,0.3780955517875298,0.4719892179058921,0.3348286841251502,0.3731322123134083,0.23295344827979178,0.37840855205529594,0.20689655172413798,0.6388888888888888,0.07407407407407415,0.6428571428571429,0.25806451612903225,0.8055555555555557,0.26315789473684204,113.05607848257267,-84.30598173349725,72.28669132355212,-22.926401361546887,174.2560342448947
SHOPEE,0.23422114686556444,0.3152664187513323,0.34100678445431554,0.5416387990673333,0.29128381531056674,0.33311507608979546,0.1724137931034483,0.5833333333333334,0.5555555555555557,0.46428571428571425,0.3870967741935484,0.7222222222222223,0.368421052631579,208.35056180335206,76.21780263052769,-14.28130424091036,13.515857114979918,100.26287169830685
SINGAPORE MANAGEMENT UNIVERSITY,0.6412792680965193,0.3994073825009719,0.37142276534131186,0.545322332926104,0.3826457965775273,0.5537347638266372,0.24137931034482757,0.6944444444444444,0.3333333333333335,0.7142857142857142,0.16129032258064516,0.6111111111111112,0.5263157894736844,-4.70437116655196,-16.543021501981787,30.98413014794064,-56.575003572430326,81.48492696266796
SINGAPORE POOLS,0.40251732100872084,0.1778247430487192,0.044583929923218524,0.27074897466764647,0.07259926969120992,0.2936729104164888,0.06896551724137932,0.6666666666666666,0.7037037037037038,0.5357142857142857,0.2258064516129032,0.7500000000000001,0.05263157894736847,86.32738539560904,295.72878984051613,97.86382806135946,406.4749832546887,818.2828828750387
SINGAPORE UNIVERSITY OF TECHNOLOGY AND DESIGN (SUTD),0.7746445470375506,0.36248086777134486,0.42511292311019794,0.4137745164938519,0.3373247961810626,0.47457042388358306,0.48275862068965525,0.5833333333333334,0.07407407407407415,0.3214285714285714,0.0,0.38888888888888895,0.2105263157894736,-49.79776332563047,-79.56469412316666,-22.317939211863624,-100.0,72.92927763905715
SINGTEL,0.3559941108513942,0.1450982944356545,0.17547737631918792,0.30258567135528486,0.1409983616579941,0.20889216932996896,0.48275862068965525,0.6944444444444444,0.5185185185185186,0.6071428571428571,0.6129032258064516,0.6666666666666666,0.368421052631579,87.26901551047266,257.3567287853005,100.65155578037022,249.2776326286071,392.5195131904371
STANDARD CHARTERED BANK,0.47362800829177665,0.2651666025544263,0.29397241550355463,0.48319269587675306,0.1740845059332931,0.2991088059451365,0.10344827586206896,0.7222222222222223,0.5185185185185186,0.6785714285714286,0.19354838709677422,0.5277777777777778,0.26315789473684204,11.432974515443435,95.54442886980496,40.434951596311045,-34.161037944584336,314.86875489020736
TEMASEK POLYTECHNIC,0.649122425779338,0.18234848505566686,0.1143351674219406,0.321348236641089,0.07880559703532243,0.2101895913727905,0.4482758620689656,0.5833333333333334,0.5185185185185186,0.5,0.2258064516129032,0.9166666666666667,0.42105263157894746,41.216299154372074,184.35581373775966,55.594443344789696,97.49518604332019,640.2181510938498
THALES GROUP,0.5296666370465647,0.25690159097707166,0.2775548861611942,0.49797544649751513,0.1897427823834496,0.33022082894312,0.2758620689655173,0.5833333333333334,0.2962962962962964,0.7142857142857142,0.25806451612903225,0.5,0.47368421052631593,-5.601001643597311,15.3345509342294,43.43793841837108,-7.0221678680312065,207.43374056488742
THE CHOPE GROUP,0.4542635304595271,0.5182005723031877,0.43585095466397505,0.2792669199380892,0.25449240185327726,0.3293987516341281,0.37931034482758624,0.3055555555555555,0.48148148148148157,0.21428571428571425,0.25806451612903225,0.0,0.0,-100.0,-7.085883880541649,-23.268493692980424,-40.79065025153141,20.064706580795193
TIKTOK,0.5118405291907078,0.6820754489053464,0.7912148237438343,0.7282843206228601,0.7111208299766703,0.6425622715473733,0.37931034482758624,0.6111111111111112,0.5555555555555557,0.4285714285714285,0.3548387096774195,0.4722222222222224,0.26315789473684204,-7.74036144248435,-18.549251927017867,-41.153280877323326,-55.15267168549626,-14.06367450505424
TUV SUD ASIA PACIFIC PTE. LTD.,0.45565467297409823,0.256914646147947,0.17430065195570033,0.26472933951445116,0.19034466310697867,0.25341288043825083,0.4137931034482759,0.41666666666666674,0.37037037037037057,0.4285714285714285,0.48387096774193555,0.5555555555555556,0.42105263157894746,21.92469176918465,44.16086273146486,61.89041583282213,177.6070899980997,118.9011553386654
TWITTER INC,0.7188189828275934,0.6591838113449024,0.5199002393971649,0.7109012017397398,0.4094864758388185,0.564274999898547,0.6551724137931035,0.4722222222222222,0.7407407407407409,0.7142857142857142,0.3225806451612904,0.4722222222222224,0.6842105263157898,-34.3058219797343,12.372410849932983,0.4760876107244857,-37.95335706416882,15.32059056526636
UNITED OVERSEAS BANK,0.1608422869256256,0.08132624000320736,0.13448624772246734,0.33107137665103714,0.11741877607984418,0.13199009015603372,0.13793103448275862,0.5833333333333334,0.2962962962962964,0.6785714285714286,0.3548387096774195,0.6388888888888891,0.10526315789473693,297.2145019203283,264.33049933774265,104.96227594047517,163.84757972404933,396.79732050406454
URBAN REDEVELOPMENT AUTHORITY,0.42415927300604883,0.33928020472240866,0.28509143211065996,0.5906247034531956,0.27740807204692347,0.4088982386790001,0.1724137931034483,0.5833333333333334,0.814814814814815,0.21428571428571425,0.41935483870967744,0.7500000000000001,0.7368421052631576,76.82037096223158,140.1598453058816,-63.71880264525789,47.09485851784642,110.27987002291079
ZALORA SEA,0.6414525199378709,0.5753392396679987,0.49476501967523917,0.38155395068136305,0.43998357369513963,0.5150393638358444,0.37931034482758624,0.3333333333333333,0.6296296296296297,0.3214285714285714,0.5806451612903226,0.4722222222222224,0.42105263157894746,-26.382357611135372,9.436239737960403,-15.75802822783574,17.35776342301941,-24.23959591630192
ZOOM VIDEO COMMUNICATIONS,0.9947377747172818,1.0,1.0,1.0,1.0,1.0,1.0,0.5555555555555556,1.0,0.6071428571428571,0.5806451612903226,0.5277777777777778,0.6315789473684214,-46.94302446413282,0.0,-39.28571428571429,-41.93548387096774,-44.44444444444444
